"Fiscal Year","Budget Type","Dept ID","Department","APU","IPU","Appropriation","Fund","Amount"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Capital Outlay","ASF","29.3"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Aquaculture","ASF","5.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Boat Repairs","ASF","40.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Clean Vessel Pgm","ASF","32.4"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Conservation Access Pass","ASF","50.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Director's Office Ops","ASF","51.8"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Director's Office Personnel","ASF","72.4"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Duck Stamp","ASF","180.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Enforcement Ops","ASF","581.1"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Enforcement Personnel","ASF","553.9"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Finfish Development","ASF","130.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Fisheries Restoration","ASF","600.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Jr Duck Stamp","ASF","5.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Natural Heritage Program","ASF","19.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Non-Game Habitat","ASF","50.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Northern DE Wetlands","ASF","277.5"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Oyster Recovery","ASF","10.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Revenue Refunds","ASF","15.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Trout Stamp","ASF","50.0"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Wildlife & Fisheries Ops","ASF","2,442.8"
"2026","EXP","400303","Natural Resources and Environmental Control","Office of Natural Resources","Fish and Wildlife","Wildlife & Fisheries Personnel","ASF","1,092.3"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Personnel Costs","GF","6,195.2"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Travel","GF","3.4"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Contractual Services","GF","1,519.2"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Energy","GF","42.5"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Supplies and Materials","GF","182.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Capital Outlay","GF","2.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Center for Inland Bays","GF","0.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Sand By Pass System","GF","80.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Tax Ditches","GF","225.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Water Resources Agency","GF","0.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Personnel Costs","ASF","177.4"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Travel","ASF","20.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Contractual Services","ASF","1,153.9"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Supplies and Materials","ASF","104.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Capital Outlay","ASF","39.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Beach Erosion Control","ASF","8,000.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Waterway Management Fund","ASF","1,300.0"
"2026","EXP","400304","Natural Resources and Environmental Control","Office of Natural Resources","Watershed Stewardship","Sediment and Stormwater","ASF","554.9"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Personnel Costs","GF","1,926.9"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Contractual Services","GF","79.5"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Energy","GF","57.6"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Supplies and Materials","GF","10.5"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Personnel Costs","ASF","2,532.5"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Travel","ASF","35.0"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Contractual Services","ASF","1,087.1"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Supplies and Materials","ASF","73.9"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Capital Outlay","ASF","130.0"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Other Items","ASF","150.0"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Enhanced I & M Program","ASF","241.2"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Non-Title V","ASF","804.2"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","Public Outreach","ASF","20.0"
"2026","EXP","400402","Natural Resources and Environmental Control","Office of Environmental Protection","Air Quality","RGGI Administration 10%","ASF","19.9"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Personnel Costs","GF","4,754.7"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Contractual Services","GF","480.7"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Energy","GF","11.5"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Supplies and Materials","GF","63.9"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Wholebasin Management/TMDL","GF","643.8"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Personnel Costs","ASF","0.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Travel","ASF","12.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Contractual Services","ASF","212.4"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Supplies and Materials","ASF","10.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Board of Certification","ASF","14.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Environmental Labs","ASF","467.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Environmental Labs Personnel","ASF","1,100.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Groundwater","ASF","2,601.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Groundwater Personnel","ASF","59.1"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","SRF Future Administration","ASF","450.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Surface Water","ASF","1,509.9"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Surface Water Personnel","ASF","362.2"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Water Supply","ASF","201.0"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Water Supply Personnel","ASF","220.9"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Wetland Personnel","ASF","497.2"
"2026","EXP","400403","Natural Resources and Environmental Control","Office of Environmental Protection","Water","Wetlands","ASF","152.2"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Personnel Costs","GF","2,511.2"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Contractual Services","GF","352.6"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Energy","GF","30.9"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Supplies and Materials","GF","107.4"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Polly Drummond Hill Yard Waste","GF","490.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","SARA","GF","14.3"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Personnel Costs","ASF","258.6"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Travel","ASF","5.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Contractual Services","ASF","478.1"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Supplies and Materials","ASF","17.5"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Other Items","ASF","814.8"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","AST Admin","ASF","851.6"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Environmental Response","ASF","525.8"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Extremely Haz Substance","ASF","253.1"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Hazardous Waste","ASF","66.9"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Hazardous Waste Personnel","ASF","170.3"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Hazardous Waste Transporter","ASF","91.6"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","HSCA Admin","ASF","2,595.7"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","HSCA Brownfield","ASF","5,051.7"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","HSCA Clean-up","ASF","20,121.1"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Local Emergency Planning","ASF","343.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","SARA","ASF","30.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Solid Waste","ASF","188.2"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Solid Waste Personnel","ASF","427.4"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Solid Waste Transporter","ASF","21.2"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Solid Waste Transporter Personnel","ASF","92.9"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Stage II Vapor Recovery","ASF","75.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Tire Admin","ASF","196.7"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Tire Clean-up","ASF","1,500.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","UST Admin","ASF","390.6"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","UST Recovered Costs","ASF","100.0"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Waste End Assessment","ASF","184.7"
"2026","EXP","400404","Natural Resources and Environmental Control","Office of Environmental Protection","Waste and Hazardous Substances","Waste End Assessment Personnel","ASF","30.4"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Personnel Costs","GF","1,270.6"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Contractual Services","GF","323.3"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Energy","GF","18.5"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Supplies and Materials","GF","118.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Delaware Estuary","GF","0.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Personnel Costs","ASF","813.5"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Travel","ASF","1.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Contractual Services","ASF","8.3"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Supplies and Materials","ASF","5.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","Other Items","ASF","210.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","RGGI Administration 10%","ASF","1,560.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","RGGI CO2 Emissions","ASF","10,140.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","RGGI LIHEAP","ASF","780.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","RGGI Reduction Project","ASF","1,560.0"
"2026","EXP","400405","Natural Resources and Environmental Control","Office of Environmental Protection","Climate, Coastal, and Energy","RGGI Weatherization","ASF","1,560.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Personnel Costs","GF","2,403.6"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Travel","GF","1.4"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Contractual Services","GF","381.8"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Energy","GF","64.8"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Supplies and Materials","GF","117.7"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Capital Outlay","GF","6.4"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Cold Case Funds","GF","0.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","ITC Funds","GF","15.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Police Training Council","GF","11.8"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Body Camera Program","GF","500.3"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Retired Canines","GF","36.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","POST/DEPAC","GF","69.1"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Retired Horses","GF","10.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","FCVC - Local Law Enforcement","ASF","2,125.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","FCVC - State Police","ASF","2,125.0"
"2026","EXP","450101","Safety and Homeland Security","Office of the Secretary","Administration","Hazardous Waste Cleanup","ASF","100.0"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Personnel Costs","GF","2,265.6"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Contractual Services","GF","1,965.7"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Energy","GF","375.7"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Supplies and Materials","GF","124.2"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Personnel Costs","ASF","342.2"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Travel","ASF","4.0"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Contractual Services","ASF","54.5"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Supplies and Materials","ASF","5.0"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Capital Outlay","ASF","5.0"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Other Items","ASF","0.7"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","Resale - Communication Parts","ASF","336.0"
"2026","EXP","450120","Safety and Homeland Security","Office of the Secretary","Communication","System Support","ASF","888.2"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Personnel Costs","GF","933.3"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Travel","GF","0.2"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Contractual Services","GF","172.0"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Energy","GF","5.0"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Supplies and Materials","GF","2.0"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","Local Emergency Planning Councils","GF","62.4"
"2026","EXP","450130","Safety and Homeland Security","Office of the Secretary","Delaware Emergency Management Agency","School Safety Plans","GF","346.7"
"2026","EXP","450140","Safety and Homeland Security","Office of the Secretary","Highway Safety","Personnel Costs","GF","217.1"
"2026","EXP","450140","Safety and Homeland Security","Office of the Secretary","Highway Safety","Contractual Services","GF","2.3"
"2026","EXP","450150","Safety and Homeland Security","Office of the Secretary","Developmental Disabilities Council","Personnel Costs","GF","107.0"
"2026","EXP","450150","Safety and Homeland Security","Office of the Secretary","Developmental Disabilities Council","Contractual Services","GF","20.0"
"2026","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Personnel Costs","GF","268.6"
"2026","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Travel","GF","5.0"
"2026","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Contractual Services","GF","42.1"
"2026","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Supplies and Materials","GF","1.8"
"2026","EXP","450160","Safety and Homeland Security","Office of the Secretary","ST Council for Persons with Disabilities","Brain Injury Trust Fund","GF","50.0"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Personnel Costs","ASF","2,897.1"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Travel","ASF","35.0"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Contractual Services","ASF","300.8"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Energy","ASF","18.7"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Supplies and Materials","ASF","37.0"
"2026","EXP","450170","Safety and Homeland Security","Office of the Secretary","Division of Gaming Enforcement","Vehicles","ASF","170.4"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Personnel Costs","GF","7,782.0"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Travel","GF","16.1"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Contractual Services","GF","1,198.9"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Energy","GF","122.7"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Supplies and Materials","GF","602.0"
"2026","EXP","450180","Safety and Homeland Security","Office of the Secretary","Division of Forensic Science","Capital Outlay","GF","46.2"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Personnel Costs","GF","13,027.8"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Travel","GF","5.5"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Contractual Services","GF","526.6"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Supplies and Materials","GF","138.6"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Personnel Costs","ASF","135.4"
"2026","EXP","450210","Safety and Homeland Security","Capitol Police","Capitol Police","Special Duty Fund","ASF","271.9"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Personnel Costs","GF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Travel","GF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Contractual Services","GF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Supplies and Materials","GF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Travel","ASF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Contractual Services","ASF","0.0"
"2026","EXP","450310","Safety and Homeland Security","Alcoholic Bev Commissioner","Office of the Alcoholic Beverage Control","Supplies and Materials","ASF","0.0"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Personnel Costs","GF","1,832.8"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Travel","GF","0.5"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Contractual Services","GF","304.5"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Supplies and Materials","GF","25.2"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Capital Outlay","GF","1.1"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Marijuana Control Act","GF","0.0"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Personnel Costs","ASF","43.1"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Travel","ASF","2.8"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Contractual Services","ASF","36.6"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Supplies and Materials","ASF","10.0"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Capital Outlay","ASF","1.0"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Other Items","ASF","110.0"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Contractual Services","ASF","101.1"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Personnel Costs","ASF","482.3"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Tobacco: Supplies & Materials","ASF","24.1"
"2026","EXP","450410","Safety and Homeland Security","Alcohol and Tobacco Enforcement","Alcohol and Tobacco Enforcement","Marijuana Control Act","ASF","2,816.6"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Personnel Costs","GF","414.0"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Travel","GF","0.0"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Contractual Services","GF","6.3"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Supplies and Materials","GF","0.0"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Medical Marijuana","ASF","480.1"
"2026","EXP","450510","Safety and Homeland Security","Office of the Marijuana Commissioner","Office of the Marijuana Commissioner","Marijuana Control Act","ASF","877.1"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Personnel Costs","GF","10,318.2"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Contractual Services","GF","644.6"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Supplies and Materials","GF","3.5"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Crime Reduction Fund","GF","110.0"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Travel","ASF","86.7"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Contractual Services","ASF","60.0"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Supplies and Materials","ASF","5.0"
"2026","EXP","450601","Safety and Homeland Security","State Police","Executive","Other Items","ASF","75.0"
"2026","EXP","450602","Safety and Homeland Security","State Police","Building Maintenance and Construction","Personnel Costs","GF","609.4"
"2026","EXP","450602","Safety and Homeland Security","State Police","Building Maintenance and Construction","Contractual Services","GF","84.7"
"2026","EXP","450602","Safety and Homeland Security","State Police","Building Maintenance and Construction","Supplies and Materials","GF","16.3"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Personnel Costs","GF","80,557.1"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Contractual Services","GF","625.3"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Supplies and Materials","GF","606.0"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Capital Outlay","GF","47.6"
"2026","EXP","450603","Safety and Homeland Security","State Police","Patrol","Vehicles","GF","125.8"
